Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
033-585-706-661-833,"A Strategy for a Successful Church Plant in an Un-churched, yet Spiritual Culture",2019-04-01,2019,,,,,,Ernest Smith,"Planting a church is difficult, especially when the church is planted in a post-Christian culture. Denver, Colorado is this type of culture and has commonly been called “A Church Planter’s Graveyard” by various church planters, church planting network leaders and senior pastors in Denver. According to the North American Mission Board and other reports, Denver is 88-95% un-churched. This writer moved to Denver in the summer of 2013 to plant a church. The goal is to create a different strategy to reach a community of people who are not Christ-followers. This strategy will research former and current Denver church planters. This author will examine growing churches in the Denver area and survey and interview at least 15 previous or current church planters. Through the research, this project will offer a strategy for church planting in a difficult region.",,,,,Political science; Law; Evangelism,,,,,https://digitalcommons.liberty.edu/cgi/viewcontent.cgi?article=3069&context=doctoral https://digitalcommons.liberty.edu/doctoral/2010/,https://digitalcommons.liberty.edu/doctoral/2010/,,,2927816409,,0,,0,false,,
033-605-486-182-27X,"Lumen Gentium No. 8, and Subsistit in, Again",,2009,journal article,New Blackfriars,00284289; 17412005,Cambridge University Press (CUP),,Lawrence J. Welch; Guy Mansini,"Francis A. Sullivan says that the one Church of Christ continues to exist perfectly in the Catholic Church, and is present imperfectly in other churches and ecclesial communities. However, he thinks Lumen Gentium 8 also enables us to say that the many churches, non-Catholic and Catholic, are all in the one Church of Christ, since to say the one Church of Christ subsists in the Catholic Church means no more than “continues to exist in” the Catholic Church. In this way, he denies the identity of the one Church of Christ and the Catholic Church. We point out that magisterial documents since Vatican II have consistently refused this proposal, and have instead spoken only of the one Church being present or operative, according to degrees, in non-Catholic churches and communities. We argue that while it is true there is “ecclesial reality” outside the Catholic Church, in that there are elements of truth and sanctification outside of her, the one Church of Christ of which Vatican II expressly speaks is the Church with all the gifts of unity and instruments for salvation with which Christ endowed it. The Catholic Church is not contained in any larger divinely willed and dominically instituted ecclesial reality, and it is without qualification the one Church of Christ and the one Church of Christ is without qualification the Catholic Church.",90,1029,602,617,Church history; Protestantism; Philosophy; Theology; Sanctification; Canonical hours; Eucharist; Canon law; Christianity; Lord's New Church Which Is Nova Hierosolyma,,,,,https://onlinelibrary.wiley.com/doi/full/10.1111/j.1741-2005.2009.01282.x https://ixtheo.de/Record/164665336X https://onlinelibrary.wiley.com/doi/10.1111/j.1741-2005.2009.01282.x/full,http://dx.doi.org/10.1111/j.1741-2005.2009.01282.x,,10.1111/j.1741-2005.2009.01282.x,2048662879,,0,026-008-517-475-704; 045-307-746-059-500,3,false,,
034-327-053-676-468,The Night Church of Copenhagen,2007-07-10,2007,journal article,International Review of Mission,00208582; 17586631,Wiley,United States,Christina Mertz Fundrup,"""We wish to bring more of everyday life into the church, and take more of the church out into everyday life"". (The Night Church of Our Lady) In 1999, the Night Church project began at the Church of our Lady, the cathedral of Copenhagen. The Night Church has developed during the last seven years, and is now more an integrated part of Danish church life than a mere pilot project. This development has not been possible without the support of volunteers, the host church and staff including the dean, and the bishop of Copenhagen. The Night Church was established in order to meet the need for a new and fresh way of interpreting Christianity to a postmodern, urban person. The starting point was that a great part of the urban population was seeking and longing for a religious and spiritual dimension in their lives but they did not seem to find that in Sunday morning church services. They were looking for another space both more spiritual and liberated than that provided by the traditional church. Another dimension was that people wanted free access to the church not only on Sundays but all week and during the night. They felt they were far away from God because the church was closed during weekdays and evenings. They did not understand why the door to the house of God should be locked, when they needed to be in the presence of God. The Night Church's task was, therefore, to create an open room containing a clearly liberated spirituality and a very distinct religious atmosphere. The Danish context The Danish Church is Evangelical Lutheran, and it is a state church. This means that a large majority of the people, some 83%, (1) are members of the church and pay a church tax but it does not mean that they go to the church on a regular basis. The truth is that the church today is seeing a decline in people attending services. The greater Copenhagen area has a population of around one million citizens. (2) The Church of Our Lady is also known as Copenhagen Cathedral, and is probably best known for the royal wedding that took place there in the summer of 2004. (3) As an urban area, Copenhagen faces the same problems as I believe do other larger cities in the Western world. This includes the fact that the number of people who go to church is declining, and congregations are getting older. The Night Church has shown it is possible to reverse these tendencies. To try to explain the story of the Night Church in the Church of Our Lady, I will use three case stories from some typical Night Church visitors. The first case concerns a young man. He is about thirty years old and has been attending the Night Church service for several years. He is longing for something different in his life than what the material world offers, and he has seen through the fake picture that the western consumer life style paints in order to capture our hearts. This man is seeking for something that money cannot buy. He told me: As I enter the room, I get a feeling of tranquillity and peace. In the beginning, I regarded the Night Church as a house of prayer. I didn't know the people there. Today, I know a lot of the people and I'm a part of the twilight congregation. I love the services, and quite often I feel the impulse to get on my bicycle and ride out into the night in order to participate in the 10 o'clock eucharist. To me, the Night Church is prayers by night, singing, friends, the coffee table, and the silence lying underneath it all. This peace fills me. I just can't stay away from the Night Church. The second story is about a young woman aged 22. Her attachment to the Night Church began as a teenager, when she sneaked out from home because her parents did not like her going to church. She wrote to me: The first thing I see is Christ (she is referring to a statue by the altar by the famous Danish sculptor, Bertel Thorvaldsen) with his arms spread out in order to welcome everyone who enters the church. …",96,382-383,248,255,Sociology; Archaeology; Religious studies; Prayer; Church tax; Altar; Silence; Population; Spirituality; Eucharist; Christianity,,,,,https://www.questia.com/library/journal/1G1-178188090/the-night-church-of-copenhagen https://onlinelibrary.wiley.com/doi/full/10.1111/j.1758-6631.2007.tb00605.x,http://dx.doi.org/10.1111/j.1758-6631.2007.tb00605.x,,10.1111/j.1758-6631.2007.tb00605.x,2039342491,,0,,2,false,,
034-401-907-505-738,Eidskog church revisited,2021-07-01,2021,book chapter,Coins in Churches,,Routledge,,Håkon Roland,"This contribution presents a new interpretation of the construction of the earliest stave church in Eidskog, a revised chronology of the construction of the second stave church, and an analysis of the 485 coin finds related to Eidskog as an important place for the cult of St. Olav and pilgrimage from Sweden. Eidskog church is a small parish church in the south-eastern part of Norway, bordering the county of Värmland in Sweden. Eidskog church was centrally located on the main wintertime road from Sweden to Norway, a road that also developed into an important pilgrim route in the twelfth and thirteenth centuries. Remains of two older stave churches were discovered on the site of the present-day church during archaeological excavations in 1965. The present-day log church was built in 1665.",,,169,194,Art,,,,,,http://dx.doi.org/10.4324/9781003094814-9,,10.4324/9781003094814-9,,,0,,0,false,,
034-630-511-467-914,On a bumpy road: historical survey of (unity) talks between the Dutch Reformed Church in Africa and the Dutch Reformed Church before 1994,2011-09-01,2011,,,,,,Thias Kgatla,"The events prior to and after church unity between the former Dutch Reformed Church in Africa (DRCA) and the Dutch Reformed Mission Church (DRMC) in 1994 are perplexing because the white Dutch Reformed Church (NG Kerk) was influenced by apartheid ideology in its response to church unity within the DRC family. Unsuccessful unity talks were previously held with the white Dutch Reformed Church (NG Kerk) and the Reformed Church of Africa (RCA), but minutes of these talks reveal that a biblical concept of church unity was problematic, especially to the NG Kerk, which created a language that made the issue of Christian unity elusive. This article gives a brief survey of the developments that shaped the unity process with the DRMC and the DRCA from 1986 until 1994, when the two churches eventually united. The role played by the white DRC and its motive to frustrate the unity process is analysed. The change of the leadership of the DRCA in 1987, the DRCA General Synod in Umtata and the momentum this change gave to the process of church unity between the DRCM and the DRCA are investigated. The internal struggles within the DRCA’s Northern Transvaal Synod are also discussed. The gender inclusivity in the ministry of the church, property ownership and the inclusion of both in the new Church Order are investigated. After seventeen years of democracy in South Africa, church unity among the Dutch Reformed family of churches (the RCA, NG Kerk and URCSA) has not yet been realised. This article sketches the DRCA’s road to unity with the DRMC in 1994 without the NG Kerk and RCA, reading church history backwards to shed light on why it was so difficult for the NG Kerk and RCA to unite with the URCSA.",37,2,1,11,Church history; Art; Ideology; Law; Theology; Synod; Property ownership; Christian ministry; White (horse); Democracy,,,,,https://umkn-dsp01.unisa.ac.za/handle/10500/5128 http://www.scielo.org.za/pdf/she/v37n2/03.pdf https://uir.unisa.ac.za/bitstream/10500/5128/1/Kgatla.pdf https://repository.up.ac.za/handle/2263/18961 https://repository.up.ac.za/bitstream/handle/2263/18961/Kgatla_On(2011).pdf;sequence=1 https://uir.unisa.ac.za/bitstream/handle/10500/5128/Kgatla.pdf?sequence=1 http://www.scielo.org.za/scielo.php?script=sci_abstract&pid=S1017-04992011000200003&lng=pt https://uir.unisa.ac.za/handle/10500/5128,https://umkn-dsp01.unisa.ac.za/handle/10500/5128,,,2122081098,,0,089-817-183-751-646,0,false,,
034-781-687-892-875,初期 韓國敎會의 治理에 관한 연구,2006-02-01,2006,,,,,,null 권평,"Korean Church has over 120 year-old history. During that time, Korean Church has accomplished unprecedented growth that draws the world churches' attention. Behind such a great development, however, Korean Church loses several of the characteristics that have helped it grow amazingly. Some of the losses are the strong government of the church over its members and the procedure of obtaining church's membership. In the early Korean church, its sovereignty and membership procedure including dogma study and baptism are given a great significance. Difficult procedure of obtaining church membership shows a clue of the early Christian life in Korea! The purpose of this article is to elucidate the early Korean church's sovereignty over its members as an important phenomenon, analysing laws and regulations of the church and the procedure of membership and membership transfer, basing on Kimpo-6p Church's minutes book that started in 1913. This case study illustrates not only individual church's strong influence on its members but also sophisticated and various regulations. Therefore, we can understand how important and strong individual church's government was. The background and reason of Korean church's strict authority and membership tradition are summarized as follows: 1) the conservative theology of missionaries 2) the needs of effective missionary action 3)Korean circumstances 4)the effect of mission policy. With strong authority over its members, Korean church had played a strong social influence and obtained moral supremacy.",43,,581,609,Church history; Early Christianity; Social influence; Government; Political science; Sovereignty; Law; Baptism; Phenomenon; Canon law,,,,,http://www.dbpia.co.kr/Journal/ArticleDetail/NODE01615077,http://www.dbpia.co.kr/Journal/ArticleDetail/NODE01615077,,,2204633082,,0,,0,false,,
034-782-465-163-903,Die Nederduitse Gereformeerde Kerkorde van 1962: Die Dordtse Kerkorde aangepas by die eise van ons dag?,2016-03-18,2016,journal article,In die Skriflig/In Luce Verbi,23050853; 10186441,AOSIS,,Piet J. Strauss,"This article investigates a statement by Dr Koot Vorster, at that stage a leading figure and church politician in the Dutch Reformed Church (DRC), in which he mentions that the proposed church order for the Dutch Reformed Church of 1962 was in essence the Order of Dordtrecht of 1619, adapted to suit the situation of the church in the 1960s. The Dutch Reformed Church’s affinity with the Church Order of Dordt over the years is highlighted and the content of the order of 1962 is studied for the influence of, and similarities with the Order of Dordt.",50,1,8,,Covenant; Kingdom; Art; New Testament; Theology; Revelation; Faith; Gospel; Art history; Old Testament; Christianity,,,,,https://core.ac.uk/display/87791920 http://www.scielo.org.za/pdf/ids/v50n1/45.pdf https://indieskriflig.org.za/index.php/skriflig/article/download/2135/4042 https://www.indieskriflig.org.za/index.php/skriflig/article/view/2135 http://www.scielo.org.za/scielo.php?script=sci_arttext&pid=S2305-08532016000100045,http://dx.doi.org/10.4102/ids.v50i1.2135,,10.4102/ids.v50i1.2135,2536318817,,0,014-899-869-765-509; 076-553-452-679-69X; 096-679-839-868-187,1,true,cc-by,gold
034-815-274-226-578,Kritická analýza zřízení evangelické církve v Předlitavsku,2020-02-25,2020,journal article,PRÁVNĚHISTORICKÉ STUDIE,2464689x; 00794929,"Charles University in Prague, Karolinum Press",,Adam Csukás,"The paper deals with the legal history of Protestant church, especially with the leading ideas of the Church Constitution of 1861, as well as with the circumstances of the adoption of the Church Constitution of 1866. It pays special attention to the national and confessionalistic efforts of Bohemian and Moravian Protestants, both Reformed and Lutheran, and therefore further deals with the proposal for the establishment of the Bohemian-Moravian Synod and the proposal of the Church Constitution of Caslav, which in 1917/1918 influenced the merger of the Czech-speaking Bohemian and Moravian Protestant congregations into the Evangelical Church of Czech Brethren.",49,2,112,139,Protestantism; Political science; Law; Constitution; Czech; Synod; Legal history,Evangelical Church of Czech Brethren; Protestant church; Reformed church; Lutheran church; Protestantism; 19th century; Cisleithania; Austria; Hungary; Austria-Hungary; church law; church constitution; Bohemian-Moravian Synod; Church Constitution of Čáslav Klíčová slova: Českobratrská církev evangelická; evangelická církev; reformovaná církev; luterská církev; protestantismus; 19. století; Předlitavsko; Rakousko; Uhersko; Rakousko-Uhersko; církevní právo; církevní zřízení; česko-moravský synod; čáslavské církevní zřízení,,,,https://karolinum.cz/data/clanek/7749/PHS_49_2_0112.pdf https://karolinum.cz/casopis/pravnehistoricke-studie/rocnik-49/cislo-2/clanek-7749,http://dx.doi.org/10.14712/2464689x.2019.36,,10.14712/2464689x.2019.36,3006981605,,0,,0,true,cc-by,gold
035-074-410-024-85X,What of the Church in Wales,,1993,journal article,Ecclesiastical Law Journal,0956618x; 17518539,Cambridge University Press (CUP),United Kingdom,Roger L. Brown,"Most clerics of the Church in Wales will be aware that many people on the fringe of Church life will describe themselves as belonging to the Church of England, rather than as members of the Church in Wales. A Welsh hospital chaplain recently issued a circular requesting that Anglican patients entering hospital should describe themselves as members of the Church in Wales rather than of the Church in England. Seventy and more years after the disestablishment of the Church in Wales there is thus confusion in the minds of many about the identity of the Church in Wales. Is it, or is it not, part of the Church of England? But if there is confusion in the minds of some about the identity of the Church in Wales, there is equal confusion about its status. What does it mean to belong to a disestablished Church? What does it mean to be a disestablished Church?",3,12,20,29,Identity (social science); Welsh; Confusion; Genealogy; History,,,,,https://www.cambridge.org/core/journals/ecclesiastical-law-journal/article/what-of-the-church-in-wales/34BB01803E8675752A9C17D02D982749,http://dx.doi.org/10.1017/s0956618x0000168x,,10.1017/s0956618x0000168x,2150896747,,0,169-931-544-403-188,4,false,,
035-169-852-234-127,"""Kepemimpinan  Para Rasul Dalam Pelayanannya pada Gereja Mula-Mula dan Implementasinya Bagi Gereja Masa Kini""",2022-05-27,2022,preprint,,,Center for Open Science,,Salwan Karaeng,"<p>he growth of the church cannot be separated from who leads it. The outpouring of the Holy Spirit was the beginning of the formation of the Church, which also did not stop from the contribution of the Apostles in leading the growth of the early church. This paper aims to answer how the leadership of the apostles in the early church was formed and its implications for the church today. Therefore, the author uses a qualitative descriptive approach with a literature review as a contribution to this research. Early Church leaders did not live in politics, because God used everyone in His church, God calls everyone to enjoy His work. The growth of the church depends on who its leader presents the Holy Spirit in him, the leader of the church must be kind, active and responsible in the ministry of the church and can transform based on the Word of God, living in peace.</p>",,,,,Apostles; Christian ministry; Theology; Political science; Philosophy; Art,,,,,,http://dx.doi.org/10.31219/osf.io/65mbc,,10.31219/osf.io/65mbc,,,0,,0,true,cc-by,gold
035-602-231-463-810,The ecclesial reality of fresh expressions : 'doing church differently' in the Liverpool district of the Methodist Church,2017-12-01,2017,dissertation,,,,,Christine Margaret Dutton,"In the light of the Mission-Shaped Church report (2004) and the foundation of the joint Anglican/Methodist Fresh Expressions Initiative (2005), churches were encouraged to seek ‘fresh expressions of church for our changing culture, established primarily for the benefit of people who are not yet members of any church’. The ecclesial reality of four case studies of new forms of worshipping communities across Methodist Churches in the Liverpool District was examined and analysed in relation to the official statements of the Methodist Church and the Fresh Expressions Initiative, questioning the rhetoric of “church for the unchurched”. ; ; Operating at the interface of ethnography and ecclesiology, this thesis employed ethnographic and negotiated research methods in order to establish why, in an age of declining church attendance, people are choosing to join groups that are doing church differently. From the evidence, I draw out characteristics of hospitality, participation and flexibility indicative of a grassroots experience of church. ; ; The thesis discovered, through detailed ethnographic research the ecclesial reality of these new Methodist groups, and presents previously unpublished evidence from grassroots participants. In listening to the voices of participants and their experience the research challenges the narrow understanding of a ‘Mission-Shaped Church’ and considers whether the ecclesial reality of the grassroots groups in this study bring a broader and more nuanced understanding of new ecclesial realities to the Methodist Church and the Fresh Expressions Initiative.",,,,,Hospitality; Gender studies; Rhetoric; Sociology; Active listening; Ethnography; Relation (history of concept); Ecclesiology; Grassroots; Church attendance,,,,,https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.738116 https://etheses.bham.ac.uk/id/eprint/7885/,https://ethos.bl.uk/OrderDetails.do?uin=uk.bl.ethos.738116,,,2786297217,,0,,0,false,,
